-999995621 613638900
-999993442 779495775
-999989605 879158838
-999988952 490520240
-999978930 314473470
-999975493 532151182
-999974443 601261969
-999962699 23796588
-999947671 159127210
-999947013 644200401
-999946419 337023373
-999944274 872676214
-999935707 222993957
-999928067 817679787
-999915817 474273094
-999880099 643005459
-999873627 938551079
-999869734 534626280
-999861297 641892488
-999860588 897791557
-999832879 103755732
-999820228 97735929
-999814505 542773689
-999793058 681851019
-999780126 256546300
-999774200 401633291
-999768768 134940376
-999755253 385231889
-999745229 880394365
-999738119 419609824
-999711883 496630869
-999709734 65016936
-999688794 540486772
-999680887 519753650
-999673098 635866568
-999663950 230652242
-999618575 4672341
-999609516 36573621
-999587993 214202421
-999582592 265132910
-999578189 888156877
-999569906 985581384
-999564302 426320101
-999554837 448908024
-999544191 197122071
-999523693 651126970
-999503423 690905610
-999480851 789513686
-999479568 948622605
-999469495 623241209
-999455343 464491690
-999440411 152904684
-999430559 749082569
-999423713 779498184
-999414407 273660299
-999401972 963691549
-999399412 619547443
-999395020 342362428
-999391971 848091728
-999389344 773822273
-999370615 103773010
-999369836 132231309
-999361843 970066285
-999361728 418085354
-999344742 49090656
-999338254 570568071
-999304164 676174649
-999276107 293124140
-999271527 150589686
-999266944 85740513
-999264096 885639888
-999261245 488929796
-999254241 354881450
-999223843 453881586
-999223495 959278986
-999221968 354181797
-999210384 751494886
-999209480 135966118
-999204045 411114500
-999195150 927080699
-999188711 577070998
-999178041 439566785
-999174098 394789461
-999168516 84766992
-999166725 464253939
-999160076 94167503
-999149598 460006551
-999148453 62910132
-999116586 787570136
-999107681 464467429
-999058281 715215450
-999055048 304005181
-999051986 899646403
-999048455 574448405
-999038656 961671437
-999005739 949426119
-998996269 685404218
-998991694 201761734
-998987698 308513107
-998985467 766245507
-998981489 99028243
-998975841 51879006
-998972507 98111017
-998970177 238145908
-998934605 650325417
-998922901 655745666
-998920044 807823851
-998915024 177509098
-998901774 259430690
-998900647 588297823
-998896151 251073156
-998887933 529567837
-998884194 13589965
-998858100 684371456
-998856589 83442913
-998850932 511391789
-998836501 348555042
-998815404 39391100
-998799662 751890693
-998783406 677711824
-998781181 485362668
-998779178 846245225
-998769806 306342007
-998765430 130788267
-998757127 954548259
-998738373 68394576
-998725969 35677385
-998710374 728183921
-998704672 1455825
-998695989 54949638
-998685458 933068802
-998683699 283549551
-998681070 993881340
-998656640 314733596
-998648656 940058876
-998640968 776461662
-998640333 35970398
-998635681 565674946
-998630803 111083406
-998608904 219812357
-998603059 812579860
-998590287 471884133
-998589688 464343669
-998565508 532999984
-998565345 2690691
-998526443 463311968
-998511262 928465790
-998488191 789260558
-998481912 794729476
-998478606 729501208
-998473356 997964792
-998468799 645561848
-998429822 651365583
-998424669 679299823
-998423859 152815995
-998414405 257213409
-998409275 537942816
-998399715 838981339
-998396302 71903188
-998384245 180338487
-998356442 215024296
-998353564 433001089
-998349486 800419575
-998341271 193192172
-998338775 796862136
-998331919 772740991
-998329827 38130330
-998290705 819167160
-998284517 57841657
-998281814 728212555
-998281756 286452655
-998279546 636576945
-998263262 244330921
-998258683 424883166
-998240036 994541749
-998238405 948857228
-998238070 422026789
-998209988 491641006
-998197194 865067689
-998193825 147425365
-998189295 397438242
-998170484 329340986
-998162288 553001178
-998155232 554060206
-998147093 515121128
-998133784 414451789
-998132190 47472369
-998126647 10784787
-998108468 989267115
-998103926 944428930
-998078910 550212951
-998071571 719008382
-998056421 213887584
-998051164 484110063
-998035847 919272446
-998027565 815878796
-998004856 790861493
-997996487 435064076
-997971928 111046508
-997962357 629284213
-997959264 545161688
-997944426 929007794
-997937703 941659486
-997922349 385976368
-997918357 451242385
-997911369 83468273
-997901268 198811252
-997897517 553039631
-997878146 264258275
-997874973 201152852
-997854138 138337059
-997831575 241945556
-997830729 502671975
-997823851 883418491
-997821756 503484931
-997804326 631785346
-997782092 33517327
-997779668 760136015
-997778061 299001849
-997762184 67067624
-997762034 330009041
-997760051 636275898
-997755094 790113406
-997752078 199290721
-997751080 574800443
-997731454 514310204
-997725542 382579750
-997722263 548007483
-997721501 44569311
-997697280 670034478
-997678604 940360160
-997674738 809562079
-997674076 591433863
-997673284 733687874
-997671624 569054150
-997665181 173494562
-997662592 597039998
-997649385 5411236
-997643495 383176902
-997638621 907162585
-997637748 13739437
-997635743 56365760
-997627576 958008232
-997613643 672480294
-997612892 269154366
-997605055 643521589
-997601379 665880973
-997597808 813118010
-997591142 786046511
-997586825 205494553
-997562594 899023707
-997553849 136577011
-997541627 333834404
-997515594 292654215
-997511046 706730885
-997495455 976566206
-997491154 109769296
-997490036 183025579
-997479919 521558396
-997479179 950679431
-997464506 575282946
-997452152 547496933
-997441138 550346663
-997418002 487749896
-997397923 182673850
-997395146 461572222
-997394937 673955924
-997390162 331830891
-997365772 540881109
-997352405 107680832
-997342984 322570219
-997342609 600647218
-997333719 689237041
-997318318 482947633
-997308998 189297981
-997276385 112004654
-997265933 858219890
-997262918 765389358
-997241009 941394543
-997236881 877339855
-997206149 943504122
-997166084 692906892
-997155857 201609385
-997147317 106708392
-997132738 558530721
-997131264 8261197
-997118884 175269007
-997114732 75166507
-997087841 464207971
-997080535 834978087
-997077979 671560789
-997066357 512744244
-997064564 156552583
-997062936 460487253
-997057159 102524086
-997050223 779268266
-997042618 583503889
-997029001 847811416
-997007550 522487147
-997001724 852674444
-996986255 289070414
-996979895 553497465
-996967236 519396262
-996956882 493662703
-996947201 368141109
-996945058 684966186
-996896173 374289421
-996854460 525576571
-996845768 484538947
-996837886 818845236
-996815631 805896424
-996805144 26645056
-996804508 267003762
-996803784 419749636
-996787941 678534492
-996784985 358118994
-996770054 258199267
-996768624 185647431
-996763152 234176700
-996760507 420496183
-996752061 362810918
-996751692 511809027
-996699343 308143062
-996694829 962916323
-996690180 198438387
-996686894 662066764
-996674116 373875821
-996659764 1791444
-996656767 222415712
-996653506 8491558
-996648306 407011408
-996645796 566656388
-996625592 857851851
-996605939 338193758
-996595324 766420392
-996592904 57534521
-996586408 794737897
-996580645 119679516
-996569232 206915454
-996568900 413638191
-996553144 203892408
-996551236 879469313
-996539937 311822586
-996534657 614805135
-996530295 519767197
-996510814 36551552
-996506678 108204867
-996497324 920024379
-996496562 695758825
-996491860 836389537
-996478987 373758177
-996473511 366619938
-996471502 352285038
-996453489 519384746
-996452352 977276117
-996441470 868609003
-996439753 789353990
-996434293 77465133
-996424145 424448992
-996420404 470692417
-996418209 726418097
-996394906 444771412
-996382673 867629613
-996363967 555778021
-996359283 353035813
-996351898 586886377
-996341137 690468683
-996339822 192680296
-996335778 389290642
-996333885 641507752
-996324719 737618345
-996318867 206194969
-996301678 739273871
-996300512 864734963
-996273229 533723153
-996269788 802475485
-996268388 999872272
-996260404 957953191
-996255798 271349582
-996248808 662067670
-996243456 635534254
-996240262 643768297
-996234248 397979078
-996228413 234114110
-996211132 467728055
-996209660 976292511
-996206742 786930793
-996201382 879458756
-996197992 649828249
-996182815 897466312
-996182317 898199672
-996170696 375487527
-996156124 736223330
-996118470 287218163
-996105852 150479418
-996101355 706871727
-996096687 457476456
-996092969 503884965
-996079717 411509199
-996078311 974095944
-996068472 359894592
-996034458 940187607
-996023160 981036498
-996003621 186140313
-995978141 682214149
-995963902 591352415
-995956735 179835976
-995953731 829585506
-995919795 886735305
-995917487 860223057
-995913335 329912315
-995872918 190793940
-995863867 164805130
-995843465 774085749
-995842765 949230089
-995842048 906649286
-995838880 459985404
-995832020 197330529
-995827432 121371769
-995814292 998687382
-995805983 37389669
-995781889 187175932
-995766121 201211842
-995763572 607495235
-995759120 490755364
-995754077 866065605
-995752436 841564582
-995745124 637336171
-995736808 996433748
-995713888 274376236
-995710790 730289481
-995680930 948296791
-995645607 975057105
-995629814 168253526
-995622186 482346812
-995614760 979641717
-995568365 505256692
-995568280 482542897
-995562963 177471756
-995557441 272885618
-995549845 132636161
-995545443 326273940
-995544635 697670444
-995537887 223943412
-995530308 51607857
-995525544 768663454
-995491425 973182605
-995477423 943143575
-995459160 671064589
-995457853 992144979
-995456668 493545282
-995445884 775448424
-995438751 188716225
-995434049 250255286
-995432588 250120701
-995431789 340549605
-995430426 36344965
-995429147 472406218
-995410478 904994111
-995405146 177302147
-995399813 832922268
-995383916 431646181
-995366736 219870456
-995356026 290457547
-995352504 589264139
-995346258 943160868
-995324494 110042420
-995323905 729581985
-995320358 230862313
-995305765 432092303
-995299561 57539373
-995296143 249451184
-995277550 628461891
-995271647 392003522
-995268018 568287074
-995261727 809856692
-995243781 912781466
-995224884 104350582
-995203541 199943601
-995197076 533456214
-995194422 164915066
-995186174 620115943
-995178660 33645555
-995168233 399550754
-995155251 644036622
-995143642 854540411
-995122393 806559080
-995111334 456356574
-995097262 549416271
-995091783 66670460
-995080586 762939547
-995077226 113235758
-995073103 609221612
-995064948 621149735
-995054304 365072129
-995052207 549030758
-995040269 50961593
-995023129 935233080
-995021079 413780833
-995015785 912953357
-995006675 61532241
-994967828 82090274
-994955241 427209987
-994947432 438581355
-994942831 748900736
-994936170 392089943
-994935807 656938616
-994929059 980354160
-994919706 900393749
-994916206 212879431
-994902387 500978578
-994898803 431145812
-994895582 95369159
-994875155 234388673
-994871917 639630353
